TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
RRRP3;32,67;;-20,71;2,38;1,43;55,40;24,24;-44,19;37,75;30,91;-6,85;-0,43;9,15;3,31;-2,89;6,94;-11,48;-6,91;3,62;0,60;0,37;0,16;;;57.224.762,85;13,74;-1,58;-0,08;4.308.312.857,10
RSID3;9,91;;0,89;-0,37;0,11;55,71;-276,71;167,04;-0,54;-2,25;-1,71;;1,48;-0,15;-0,17;0,31;-41,70;12,87;-419,29;-0,31;1,32;0,08;-42,64;;2.055.849,12;-26,81;11,18;0,00;170.504.169,78
RSUL3;0,00;;0,00;0,00;0,00;38,24;28,30;16,49;0,00;2,92;0,00;0,00;0,00;0,00;0,00;1,43;87,48;16,88;112,54;0,19;0,81;1,02;11,33;;;86,39;75,58;0,00;220.800.000,00
RSUL4;920,00;;12,17;10,65;2,06;38,24;28,30;16,49;7,09;2,92;0,00;0,00;2,01;16,21;-3,56;1,43;87,48;16,88;112,54;0,19;0,81;1,02;11,33;;979.388,43;86,39;75,58;0,08;220.800.000,00
SANB11;40,39;5,69;9,36;1,43;0,16;18,12;29,72;16,22;5,11;5,11;;;1,52;;-0,17;;15,26;1,74;;0,11;0,89;0,11;-2,12;6,46;102.479.191,24;28,29;4,32;1,58;152.032.717.059,03
SANB3;19,49;5,62;9,03;1,38;0,16;18,12;29,72;16,22;4,93;5,11;;;1,47;;-0,16;;15,26;1,74;;0,11;0,89;0,11;-2,12;6,46;552.628,85;14,14;2,16;1,52;152.032.717.059,03
SANB4;20,88;5,77;9,68;1,48;0,17;18,12;29,72;16,22;5,28;5,11;;;1,57;;-0,17;;15,26;1,74;;0,11;0,89;0,11;-2,12;6,46;924.937,24;14,14;2,16;1,63;152.032.717.059,03
SAPR11;18,95;5,26;5,53;0,78;0,41;60,03;33,99;21,09;3,43;5,26;1,83;0,42;1,17;7,52;-0,48;1,62;14,15;7,46;11,19;0,53;0,47;0,35;10,07;17,84;34.394.393,55;24,19;3,42;-0,48;5.715.379.272,86
SAPR3;3,66;5,03;5,35;0,76;0,40;60,03;33,99;21,09;3,32;5,26;1,83;0,42;1,13;7,28;-0,47;1,62;14,15;7,46;11,19;0,53;0,47;0,35;10,07;17,84;3.167.381,39;4,84;0,68;-0,46;5.715.379.272,86
SAPR4;3,87;5,25;5,64;0,80;0,42;60,03;33,99;21,09;3,50;5,26;1,83;0,42;1,19;7,68;-0,49;1,62;14,15;7,46;11,19;0,53;0,47;0,35;10,07;17,84;15.326.033,94;4,84;0,68;-0,48;5.715.379.272,86
SBFG3;32,16;;-254,80;4,12;1,18;44,25;2,59;-0,85;83,79;103,10;19,88;0,98;2,17;6,15;-2,36;1,62;-1,62;-0,46;0,50;0,29;0,71;0,54;;;29.706.548,61;7,84;-0,13;1,99;7.729.937.691,25
SBSP3;32,03;1,24;8,67;0,91;0,43;35,20;23,13;13,57;5,09;8,23;3,15;0,56;1,18;-80,72;-0,48;0,95;10,50;4,95;7,75;0,47;0,53;0,37;8,73;12,66;82.431.098,67;35,17;3,69;0,32;21.961.172.090,97
SCAR3;36,42;1,01;22,40;1,34;0,70;80,61;63,51;26,90;9,49;14,18;4,67;0,66;6,02;6,24;-0,84;3,15;6,00;3,14;5,95;0,52;0,47;0,12;-6,59;-11,47;383.570,82;27,10;1,63;0,17;2.118.382.234,11
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;13,42;2,72;11,57;1,18;0,53;53,24;22,09;11,56;6,06;6,37;0,32;0,06;1,34;4,89;-0,74;1,63;10,18;4,58;12,61;0,45;0,55;0,40;4,15;0,49;9.845.228,09;11,39;1,16;0,19;1.744.177.138,00
SEQL3;19,58;;287,27;4,45;1,39;19,27;3,60;0,71;56,32;47,44;8,28;0,65;2,03;20,16;-2,13;1,25;1,55;0,48;2,35;0,31;0,69;0,69;;;34.696.031,64;4,34;0,07;-1,67;2.607.357.128,67
SGPS3;8,60;;-3,62;0,41;0,14;34,38;9,52;-6,65;2,53;6,89;4,36;0,71;0,24;1,89;-0,25;1,20;-11,37;-3,87;8,45;0,34;0,66;0,58;-7,50;;818.742,91;20,88;-2,37;0,05;434.000.000,00
SHOW3;4,71;;-3,35;1,88;0,65;-194,22;-786,98;-1.038,86;-4,42;-3,59;0,85;-0,36;34,80;3,02;-1,63;1,56;-55,99;-19,39;-28,42;0,35;0,66;0,02;-40,82;;6.840.796,61;2,51;-1,40;-0,05;312.794.598,56
SHUL3;111,97;0,28;113,29;25,08;10,58;21,20;13,54;12,32;103,13;50,74;1,91;0,47;13,96;25,82;-30,89;2,65;22,14;9,34;10,12;0,42;0,58;0,76;10,16;24,14;62.944,50;4,46;0,99;0,96;9.467.526.644,38
SHUL4;9,07;3,76;9,13;2,02;0,85;21,20;13,54;12,32;8,31;50,74;1,91;0,47;1,12;2,08;-2,49;2,65;22,14;9,34;10,12;0,42;0,58;0,76;10,16;24,14;6.121.684,94;4,46;0,99;0,08;9.467.526.644,38
SIMH3;14,54;0,60;22,89;4,51;0,35;26,45;18,43;4,69;5,83;11,30;5,46;4,22;1,07;1,10;-0,67;3,05;19,68;1,53;5,93;0,08;0,87;0,33;10,36;53,42;43.528.144,00;3,18;0,63;0,20;11.953.399.941,68
SLCE3;41,84;3,02;8,76;2,18;0,79;35,37;29,24;17,66;5,29;6,22;0,93;0,38;1,55;3,71;-1,46;1,85;24,90;8,99;16,75;0,36;0,61;0,51;17,07;33,35;56.667.651,09;19,16;4,77;0,05;8.004.469.768,30
SLED3;0,91;;-0,21;-0,10;0,21;27,84;-206,13;-225,98;-0,23;-1,21;-1,05;;0,47;-0,89;-0,37;0,65;-48,99;-101,27;88,79;-2,07;3,07;0,45;-32,61;;260.827,33;-9,10;-4,46;0,01;41.815.974,67
SLED4;0,50;;-0,11;-0,05;0,11;27,84;-206,13;-225,98;-0,12;-1,21;-1,05;;0,25;-0,49;-0,20;0,65;-48,99;-101,27;88,79;-2,07;3,07;0,45;-32,61;;483.974,09;-9,10;-4,46;0,01;41.815.974,67
SMFT3;26,01;;-22,93;7,40;1,93;-5,27;-35,53;-51,08;-32,97;-36,88;-3,90;0,88;11,71;-441,01;-2,29;0,97;-32,29;-8,43;-11,18;0,26;0,74;0,17;18,59;;81.294.500,12;3,51;-1,13;-1,74;15.242.299.514,00
SMLS3;22,40;19,92;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;25.865.505,33;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;30,99;3,91;10,95;2,75;0,88;37,74;37,22;21,91;6,45;9,16;2,71;1,16;2,40;8,04;-1,19;1,74;25,12;8,07;14,07;0,32;0,68;0,37;12,98;34,98;38.903.703,61;11,26;2,83;0,21;10.921.249.499,65
SNSY3;13,50;;-0,93;-0,07;0,25;18,19;-2,49;-16,61;-6,24;-10,45;-6,70;;0,16;-1,77;-0,59;0,80;-7,88;-27,01;1,31;-3,43;4,46;1,63;4,14;;9.841,22;-183,24;-14,45;0,03;62.590.694,40
SNSY5;5,28;;-0,37;-0,03;0,10;18,19;-2,49;-16,61;-2,44;-10,45;-6,70;;0,06;-0,69;-0,23;0,80;-7,88;-27,01;1,31;-3,43;4,46;1,63;4,14;;38.313,70;-183,24;-14,45;0,01;62.590.694,40
SNSY6;13,33;;-0,92;-0,07;0,25;18,19;-2,49;-16,61;-6,17;-10,45;-6,70;;0,15;-1,75;-0,59;0,80;-7,88;-27,01;1,31;-3,43;4,46;1,63;4,14;;1.033,67;-183,24;-14,45;0,03;62.590.694,40
SOJA3;14,51;;22,57;3,12;1,69;21,21;17,62;12,57;16,10;15,62;-0,48;-0,09;2,84;3,49;-14,10;2,23;13,82;7,51;12,55;0,54;0,46;0,60;;;6.439.560,00;4,60;0,64;0,27;1.683.306.484,62
SOMA3;18,41;;110,08;5,55;3,76;67,46;5,76;5,40;103,11;102,66;-0,45;-0,02;5,94;10,00;-8,35;3,18;5,05;3,42;0,63;0,68;0,32;0,63;;;59.877.624,09;3,29;0,17;0,07;9.544.554.264,60
SOND3;40,20;19,26;23,62;1,80;1,25;30,14;5,71;6,15;25,43;20,30;-5,45;-0,39;1,45;4,13;-2,39;2,74;7,62;5,30;3,07;0,69;0,30;0,86;-10,40;;4.020,00;22,34;1,70;-0,29;100.089.100,00
SOND5;41,00;20,77;24,09;1,84;1,28;30,14;5,71;6,15;25,93;20,30;-5,45;-0,39;1,48;4,21;-2,44;2,74;7,62;5,30;3,07;0,69;0,30;0,86;-10,40;;20.926,00;22,34;1,70;-0,30;100.089.100,00
SOND6;39,00;21,84;22,91;1,75;1,21;30,14;5,71;6,15;24,67;20,30;-5,45;-0,39;1,41;4,01;-2,32;2,74;7,62;5,30;3,07;0,69;0,30;0,86;-10,40;;18.117,00;22,34;1,70;-0,28;100.089.100,00
SPRT3B;76,40;;-2.717,50;-2.795,73;34.713,49;;;;-2.958,01;-2.958,01;0,00;;;-2.588,38;-34.899,85;0,00;-102,88;-1.277,40;94,51;-12,42;13,42;0,00;;;;-0,03;-0,03;63,96;370.531.748,80
SQIA3;21,77;0,09;161,10;3,47;2,15;38,01;7,19;3,56;79,77;80,58;0,82;0,04;5,74;14,83;-2,94;2,16;2,15;1,33;2,65;0,62;0,38;0,37;22,77;-12,74;30.465.216,55;6,28;0,14;0,53;1.545.724.470,92
STBP3;7,43;;63,88;2,92;1,42;33,40;18,32;8,53;29,73;26,38;-3,20;-0,31;5,45;6,96;-2,00;3,28;4,57;2,22;6,16;0,49;0,51;0,26;-0,73;;47.333.618,27;2,54;0,12;-0,03;6.356.465.645,86
STKF3;0,00;;0,00;0,00;0,00;47,91;24,51;10,40;0,00;1,26;1,26;0,09;0,00;0,00;0,00;1,50;2,93;1,71;4,24;0,59;0,41;0,16;14,50;;;5,74;0,17;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;30,06;14,78;12,42;0,00;-0,14;-0,14;-0,05;0,00;0,00;0,00;2,68;27,55;15,36;21,51;0,56;0,44;1,24;22,02;;;2,55;0,70;0,00;0,00
SULA11;28,36;4,49;6,47;1,49;0,43;10,16;2,40;9,74;26,25;-6,45;-32,71;-1,86;0,63;1,13;-1,37;2,25;23,06;6,66;3,34;0,29;0,71;0,68;4,99;26,05;91.347.639,85;18,87;4,35;0,14;12.106.762.072,77
SULA3;10,05;4,19;6,93;1,60;0,46;10,16;2,40;9,74;28,10;-6,45;-32,71;-1,86;0,67;1,21;-1,47;2,25;23,06;6,66;3,34;0,29;0,71;0,68;4,99;26,05;259.379,79;6,29;1,45;0,15;12.106.762.072,77
SULA4;9,02;4,63;6,27;1,45;0,42;10,16;2,40;9,74;25,44;-6,45;-32,71;-1,86;0,61;1,10;-1,33;2,25;23,06;6,66;3,34;0,29;0,71;0,68;4,99;26,05;396.481,09;6,29;1,45;0,14;12.106.762.072,77
SUZB3;57,32;;6,49;5,39;0,76;44,53;39,14;35,17;5,83;10,12;4,29;3,96;2,28;5,42;-0,96;2,95;83,05;11,65;10,77;0,14;0,86;0,33;24,40;;351.733.878,30;10,64;8,84;-0,04;78.354.331.895,04
TAEE11;39,77;11,33;5,05;2,15;0,90;77,73;100,37;69,11;3,48;5,02;1,54;0,95;3,49;12,10;-1,06;2,01;42,56;17,88;25,67;0,42;0,58;0,26;18,22;20,00;69.983.334,45;18,52;7,88;0,05;13.631.821.749,99
TAEE3;13,31;11,33;5,04;2,15;0,90;77,73;100,37;69,11;3,47;5,02;1,54;0,95;3,49;12,10;-1,06;2,01;42,56;17,88;25,67;0,42;0,58;0,26;18,22;20,00;1.092.569,30;6,17;2,63;0,05;13.631.821.749,99
TAEE4;13,26;11,34;5,04;2,15;0,90;77,73;100,37;69,11;3,47;5,02;1,54;0,95;3,48;12,09;-1,06;2,01;42,56;17,88;25,67;0,42;0,58;0,26;18,22;20,00;2.526.979,67;6,17;2,63;0,05;13.631.821.749,99
TASA3;24,23;;4,16;7,41;1,63;45,43;30,14;28,56;3,95;4,50;0,63;1,18;1,19;5,37;-4,76;1,86;177,96;39,14;69,02;0,22;0,78;1,37;16,57;;2.322.683,55;3,30;5,87;-0,01;2.642.825.144,22
TASA4;23,62;;4,04;7,18;1,58;45,43;30,14;28,56;3,82;4,50;0,63;1,18;1,15;5,20;-4,61;1,86;177,96;39,14;69,02;0,22;0,78;1,37;16,57;;58.065.221,55;3,30;5,87;-0,01;2.642.825.144,22
TCNO3;2,74;;-119,34;164,91;0,08;;;;-119,34;-319,77;-220,64;304,89;;-0,18;-0,09;0,29;-138,18;-0,06;-0,45;0,00;1,00;0,00;;;509.220,79;0,02;-0,02;2,52;14.674.913,10
TCNO4;2,03;;-87,98;121,57;0,06;;;;-87,98;-319,77;-220,64;304,89;;-0,14;-0,07;0,29;-138,18;-0,06;-0,45;0,00;1,00;0,00;;;731.751,64;0,02;-0,02;1,86;14.674.913,10
TCSA3;6,10;;-3,04;0,64;0,28;2,47;-52,73;-73,09;-4,22;-7,87;-3,65;0,56;2,22;1,02;-0,49;2,81;-21,15;-9,19;-8,79;0,43;0,54;0,13;-32,32;;4.994.709,09;9,43;-1,99;0,10;440.979.187,70
TECN3;2,60;;20,20;0,64;0,33;50,92;12,17;3,31;5,50;6,17;0,67;0,08;0,67;0,73;-0,82;3,88;3,15;1,62;4,88;0,51;0,49;0,49;-9,24;;8.115.451,70;4,09;0,13;-0,19;204.116.159,00
TEKA3;34,50;;-0,15;-0,01;0,02;16,68;3,31;-63,59;2,82;91,27;89,40;;0,09;-0,01;-0,02;0,03;-6,78;-11,62;-0,08;-1,71;2,71;0,18;-1,38;;8.275,33;-3.469,70;-235,25;1,07;11.492.147,50
TEKA4;17,00;;-0,07;0,00;0,01;16,68;3,31;-63,59;1,39;91,27;89,40;;0,05;0,00;-0,01;0,03;-6,78;-11,62;-0,08;-1,71;2,71;0,18;-1,38;;33.159,80;-3.469,70;-235,25;0,53;11.492.147,50
TELB3;60,00;;-36,99;2,73;1,00;-80,59;-28,23;-40,30;-52,82;-35,60;9,06;-0,47;14,91;3,80;-1,47;5,84;-7,39;-2,71;-4,45;0,37;0,63;0,07;42,70;;90.505,22;21,96;-1,62;-0,50;3.444.006.201,99
TELB4;25,83;;-15,92;1,18;0,43;-80,59;-28,23;-40,30;-22,74;-35,60;9,06;-0,47;6,42;1,63;-0,63;5,84;-7,39;-2,71;-4,45;0,37;0,63;0,07;42,70;;119.298,00;21,96;-1,62;-0,22;3.444.006.201,99
TEND3;19,96;2,44;9,79;1,40;0,47;29,74;11,19;8,07;7,05;7,68;0,62;0,12;0,79;1,17;-1,25;2,80;14,31;4,80;9,51;0,34;0,66;0,60;21,81;46,40;23.166.059,97;14,27;2,04;1,35;2.059.755.416,04
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;1.340.759,40;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;15,69;0,25;308,20;67,10;39,21;60,64;19,41;13,99;222,13;37,55;0,18;0,05;43,11;73,94;-153,86;3,47;21,77;12,72;17,65;0,58;0,42;0,91;;;2.087.224,76;0,23;0,05;2,37;2.494.795.183,43
TGMA3;16,00;5,41;10,25;1,61;1,03;20,20;13,65;9,61;7,22;7,15;-0,07;-0,02;0,99;3,74;-2,00;2,31;15,71;10,03;12,22;0,64;0,36;1,04;-2,05;49,24;15.443.138,64;9,95;1,56;-0,33;1.067.927.164,70
TIET11;12,54;2,17;6,49;2,79;0,49;89,57;78,36;35,69;2,96;5,75;2,79;2,63;2,32;13,25;-0,57;1,35;42,94;7,52;16,31;0,18;0,74;0,21;-5,19;1,09;31.123.800,68;4,50;1,93;0,07;5.004.795.800,93
TIET3;3,49;1,56;9,03;3,88;0,68;89,57;78,36;35,69;4,12;5,75;2,79;2,63;3,22;18,43;-0,79;1,35;42,94;7,52;16,31;0,18;0,74;0,21;-5,19;1,09;558.793,42;0,90;0,39;0,10;5.004.795.800,93
TIET4;3,51;1,55;9,09;3,90;0,68;89,57;78,36;35,69;4,14;5,75;2,79;2,63;3,24;18,54;-0,80;1,35;42,94;7,52;16,31;0,18;0,74;0,21;-5,19;1,09;1.764.454,32;0,90;0,39;0,10;5.004.795.800,93
TIMS3;11,62;5,10;11,86;1,18;0,64;53,08;16,43;13,31;9,61;11,27;1,66;0,20;1,58;5,51;-0,90;1,67;9,97;5,41;8,15;0,54;0,46;0,41;0,15;-2,43;72.818.106,94;9,82;0,98;0,48;27.936.082.752,92
TKNO3;69,63;2,66;5,92;0,98;0,67;27,46;19,17;13,85;4,28;4,21;0,26;0,06;0,82;1,86;-1,81;2,34;16,48;11,34;14,82;0,69;0,31;0,82;8,49;;;71,41;11,77;0,03;189.444.571,72
TKNO4;58,01;3,59;4,93;0,81;0,56;27,46;19,17;13,85;3,56;4,21;0,26;0,06;0,68;1,55;-1,51;2,34;16,48;11,34;14,82;0,69;0,31;0,82;8,49;;8.554,00;71,41;11,77;0,02;189.444.571,72
TOTS3;34,66;0,81;59,91;7,36;2,64;70,47;16,71;11,74;42,11;43,69;1,59;0,28;7,03;44,39;-4,53;1,17;12,29;4,40;8,14;0,36;0,64;0,37;6,34;8,63;128.977.580,30;4,71;0,58;2,09;19.868.655.162,78
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;2,61;1,59;3,06;0,54;0,14;2,41;17,91;14,89;2,54;11,93;9,39;2,00;0,46;-1,05;-0,15;0,31;17,68;4,65;6,37;0,26;0,74;0,31;-16,95;6,45;7.648.294,88;4,79;0,85;-0,01;440.000.000,00
TRAD3;7,81;;1.319,78;44,72;13,61;67,37;1,70;5,33;4.147,18;4.210,09;62,91;0,68;70,30;82,41;-21,95;1,77;3,39;1,03;-0,66;0,30;0,70;0,19;;;48.130.855,75;0,17;0,01;;2.196.756.599,25
TRIS3;7,16;3,37;7,69;1,09;0,60;36,52;23,17;18,90;6,27;6,74;0,47;0,08;1,45;1,11;-2,82;3,20;14,18;7,78;10,94;0,55;0,42;0,41;18,29;49,27;10.935.635,94;6,58;0,93;0,56;1.334.315.396,70
TRPL3;31,36;11,05;5,87;1,46;0,74;69,02;120,03;88,69;4,33;4,74;1,06;0,36;5,20;9,84;-0,87;2,05;24,93;12,64;18,37;0,51;0,48;0,14;23,49;45,59;71.150,79;21,45;5,35;0,10;17.567.280.597,60
TRPL4;23,64;14,67;4,42;1,10;0,56;69,02;120,03;88,69;3,26;4,74;1,06;0,36;3,92;7,41;-0,65;2,05;24,93;12,64;18,37;0,51;0,48;0,14;23,49;45,59;36.211.646,94;21,45;5,35;0,08;17.567.280.597,60
TTEN3;10,25;;24,81;5,89;1,35;14,36;7,94;6,30;19,68;22,78;3,10;0,93;1,56;10,90;-7,75;1,18;23,75;5,45;13,20;0,23;0,77;0,87;;;32.817.313,54;1,73;0,41;;5.025.176.469,99
TUPY3;21,00;;13,11;1,21;0,49;17,06;7,55;4,04;7,02;8,82;1,80;0,31;0,53;1,54;-1,15;2,23;9,20;3,71;9,21;0,40;0,60;0,92;4,44;;22.648.774,79;17,38;1,60;-0,05;3.029.169.275,00
TXRX3;30,00;;-14,01;-0,41;0,62;36,22;19,32;-7,09;5,14;12,75;9,97;;0,99;-0,48;-1,08;0,24;-2,91;-4,45;-37,69;-1,53;2,53;0,63;1,83;;25.123,30;-73,67;-2,14;0,02;68.922.192,00
TXRX4;9,00;;-4,20;-0,12;0,19;36,22;19,32;-7,09;1,54;12,75;9,97;;0,30;-0,14;-0,32;0,24;-2,91;-4,45;-37,69;-1,53;2,53;0,63;1,83;;33.978,97;-73,67;-2,14;0,01;68.922.192,00
UCAS3;4,40;4,85;12,27;1,84;1,19;38,55;16,20;12,85;9,73;8,44;-1,29;-0,24;1,58;5,26;-2,35;1,85;15,00;9,71;11,29;0,65;0,35;0,76;-7,54;2,51;542.469,39;2,39;0,36;0,11;294.084.319,80
UGPA3;15,41;2,85;21,70;1,78;0,48;6,60;1,78;0,82;10,00;16,79;6,79;1,21;0,18;2,25;-0,94;1,76;8,20;2,20;4,24;0,27;0,72;2,68;1,43;-9,32;141.891.366,64;8,67;0,71;0,09;17.183.809.395,03
UNIP3;90,90;8,10;8,83;4,29;1,73;42,28;31,44;20,02;5,62;5,38;-0,21;-0,16;1,77;7,02;-3,20;2,17;48,58;19,62;36,14;0,40;0,59;0,98;35,12;33,34;4.086.644,61;20,98;10,19;0,00;8.432.352.830,60
UNIP5;93,76;8,56;9,20;4,47;1,80;42,28;31,44;20,02;5,86;5,38;-0,21;-0,16;1,84;7,31;-3,33;2,17;48,58;19,62;36,14;0,40;0,59;0,98;35,12;33,34;40.309,27;20,98;10,19;0,00;8.432.352.830,60
UNIP6;89,54;9,00;8,75;4,25;1,72;42,28;31,44;20,02;5,57;5,38;-0,21;-0,16;1,75;6,95;-3,17;2,17;48,58;19,62;36,14;0,40;0,59;0,98;35,12;33,34;27.983.138,27;20,98;10,19;0,00;8.432.352.830,60
USIM3;18,19;0,68;3,41;1,15;0,63;32,32;36,46;25,33;2,37;2,35;-0,02;-0,01;0,86;1,78;-1,26;3,39;33,74;18,42;24,18;0,55;0,38;0,73;9,57;;7.674.571,91;15,89;5,36;0,00;23.176.485.313,76
USIM5;18,30;0,75;3,42;1,15;0,63;32,32;36,46;25,33;2,37;2,35;-0,02;-0,01;0,87;1,78;-1,26;3,39;33,74;18,42;24,18;0,55;0,38;0,73;9,57;;364.879.833,06;15,89;5,36;0,00;23.176.485.313,76
USIM6;21,00;0,65;3,92;1,32;0,72;32,32;36,46;25,33;2,72;2,35;-0,02;-0,01;0,99;2,05;-1,44;3,39;33,74;18,42;24,18;0,55;0,38;0,73;9,57;;6.924,00;15,89;5,36;0,00;23.176.485.313,76
VALE3;104,11;8,51;6,04;2,64;1,14;61,68;42,53;30,99;4,40;4,41;0,01;0,01;1,87;9,93;-1,54;1,77;43,71;18,83;35,12;0,43;0,56;0,61;21,72;;2.287.161.861,24;39,44;17,24;0,00;551.382.098.753,88
VAMO3;15,08;;49,81;8,98;2,70;34,26;24,60;13,34;27,02;31,06;4,04;1,34;6,65;87,20;-3,51;1,15;18,04;5,42;9,76;0,30;0,70;0,41;;;56.772.544,03;1,68;0,30;0,58;13.908.024.429,60
VIIA3;10,82;;13,95;2,74;0,52;31,96;4,50;3,79;11,73;16,60;4,87;1,14;0,53;-24,02;-1,18;0,96;19,63;3,70;6,32;0,19;0,81;0,98;8,45;135,03;445.205.349,67;3,95;0,77;-0,07;16.983.983.024,46
VIVA3;29,62;0,54;32,48;5,54;3,20;75,06;23,57;18,37;25,31;24,79;-0,52;-0,11;5,97;8,13;-8,09;2,87;17,06;9,86;16,21;0,58;0,42;0,54;;;35.418.207,15;5,32;0,91;0,75;6.920.594.631,70
VIVR3;2,86;;-2,77;-2,29;1,15;9,57;-178,52;-210,34;-3,26;-4,46;-1,19;;5,83;-2,07;-2,06;0,44;-82,81;-41,62;-297,69;-0,50;1,50;0,20;-17,04;;77.376.536,88;-1,21;-1,00;0,20;390.394.877,36
VIVT3;43,61;7,32;15,40;1,07;0,65;45,48;15,69;11,02;10,82;11,48;0,66;0,07;1,70;86,83;-0,82;1,04;6,97;4,21;6,81;0,60;0,40;0,38;1,37;6,88;95.838.975,00;40,67;2,83;2,43;73.185.827.467,44
VIVT4;45,34;0,88;16,00;1,11;0,67;45,48;15,69;11,02;11,24;11,48;0,66;0,07;1,76;90,23;-0,86;1,04;6,97;4,21;6,81;0,60;0,40;0,38;1,37;6,88;111.231.163,93;40,67;2,83;2,52;73.185.827.467,44
VLID3;8,40;;-8,70;0,61;0,24;21,67;1,68;-3,78;19,53;45,27;25,75;0,81;0,33;1,48;-0,41;1,63;-7,03;-2,73;1,02;0,39;0,60;0,72;3,44;;5.348.370,27;13,70;-0,96;0,30;682.004.915,97
VSPT3;4,99;;-3,63;0,14;0,08;11,72;2,10;-7,12;12,33;8,19;-4,14;-0,05;0,26;-1,35;-0,09;0,57;-3,96;-2,28;0,86;0,58;0,42;0,32;10,22;;;34,73;-1,37;-0,05;712.610.842,16
VSPT4;0,00;;0,00;0,00;0,00;11,72;2,10;-7,12;0,00;8,19;-4,14;-0,05;0,00;0,00;0,00;0,57;-3,96;-2,28;0,86;0,58;0,42;0,32;10,22;;;34,73;-1,37;0,00;712.610.842,16
VULC3;8,51;;10,22;1,69;1,09;31,36;13,55;13,14;9,91;10,92;1,01;0,17;1,34;2,67;-3,41;2,53;16,56;10,71;12,15;0,65;0,35;0,81;4,07;;7.368.984,39;5,01;0,83;0,01;2.074.183.560,24
VVEO3;23,45;;27,84;4,43;1,23;20,24;13,87;9,27;18,59;19,90;1,31;0,31;2,58;4,12;-3,51;1,84;15,91;4,40;7,98;0,28;0,72;0,47;;;23.228.788,25;5,17;0,82;;6.652.368.120,00
WEGE3;33,80;1,20;43,19;11,86;6,63;31,56;18,70;16,01;36,98;36,38;-0,60;-0,19;6,92;21,56;-19,12;1,89;27,45;15,34;23,29;0,56;0,42;0,96;12,35;15,50;254.525.751,45;2,85;0,78;0,57;141.659.482.432,50
WEST3;7,28;;-45,37;1,98;1,50;45,17;-8,66;-5,90;-30,90;-18,50;12,41;-0,80;2,67;2,36;-7,73;4,70;-4,37;-3,30;-7,70;0,76;0,24;0,56;;;5.823.675,64;3,67;-0,16;0,20;812.147.206,86
WHRL3;7,32;5,99;11,34;5,50;1,39;19,61;11,66;8,83;8,59;7,96;-1,06;-0,68;1,00;14,89;-6,30;1,14;48,54;12,25;33,12;0,25;0,75;1,39;-0,28;19,66;135.293,18;1,33;0,65;-0,36;11.564.554.849,58
WHRL4;8,51;5,67;13,18;6,40;1,62;19,61;11,66;8,83;9,98;7,96;-1,06;-0,68;1,16;17,31;-7,32;1,14;48,54;12,25;33,12;0,25;0,75;1,39;-0,28;19,66;255.737,73;1,33;0,65;-0,42;11.564.554.849,58
WIZS3;14,42;4,22;9,56;5,55;2,30;72,28;42,97;25,97;5,78;5,06;-0,72;-0,70;2,48;38,57;-3,89;1,17;58,08;24,02;63,72;0,41;0,57;0,92;17,16;14,87;85.173.889,42;2,60;1,51;0,38;2.294.669.496,70
WLMM3;34,00;1,46;13,43;2,41;1,93;13,56;8,09;5,87;9,74;8,82;-0,89;-0,22;0,79;5,23;-3,73;4,29;17,97;14,39;16,73;0,80;0,20;2,45;14,81;69,04;20.426,73;14,09;2,53;0,19;1.259.529.706,00
